;;;;;;;;;;Ticket Médio por venda;R$ 999,41;;;;
3039;2024-10-30;2024;10;30;953;Cliente_953;Sul;Varejo;Produto_66;Equipamentos;2; R$ 518,21 ; R$ 1.036,42 ;Transferência;Cancelada
3040;2024-06-27;2024;6;27;503;Cliente_503;Sudeste;Online;Produto_11;Acessórios;5; R$ 266,48 ; R$ 1.332,40 ;Boleto;Pendente
3041;2024-07-25;2024;7;25;581;Cliente_581;Norte;Varejo;Produto_119;Eletrônicos;6; R$ 1.433,49 ; R$ 8.600,94 ;Boleto;Cancelada
3042;2024-08-23;2024;8;23;796;Cliente_796;Sudeste;Varejo;Produto_11;Eletrônicos;2; R$ 58,20 ; R$ 116,40 ;Transferência;Cancelada
3043;2024-11-26;2024;11;26;73;Cliente_73;Sudeste;Varejo;Produto_126;Acessórios;7; R$ 930,82 ; R$ 6.515,74 ;Transferência;Cancelada
3044;2024-12-14;2024;12;14;365;Cliente_365;Norte;Corporativo;Produto_40;Eletrônicos;9; R$ 638,95 ; R$ 5.750,55 ;Pix;Cancelada
3045;2024-10-26;2024;10;26;485;Cliente_485;Sul;Corporativo;Produto_103;Serviços;9; R$ 1.545,89 ; R$ 13.913,01 ;Pix;Concluída
3046;2024-07-07;2024;7;7;878;Cliente_878;Sudeste;Corporativo;Produto_12;Equipamentos;8; R$ 1.999,72 ; R$ 15.997,76 ;Cartão;Pendente
3047;2024-04-19;2024;4;19;263;Cliente_263;Sudeste;Varejo;Produto_55;Serviços;3; R$ 1.077,28 ; R$ 3.231,84 ;Pix;Concluída
3048;2024-05-19;2024;5;19;398;Cliente_398;Nordeste;Varejo;Produto_120;Software;10; R$ 34,46 ; R$ 344,60 ;Boleto;Pendente
3049;2024-07-26;2024;7;26;635;Cliente_635;Nordeste;Online;Produto_123;Acessórios;10; R$ 468,89 ; R$ 4.688,90 ;Transferência;Pendente
3050;2024-01-12;2024;1;12;129;Cliente_129;Nordeste;Varejo;Produto_14;Equipamentos;5; R$ 1.049,92 ; R$ 5.249,60 ;Boleto;Pendente
3051;2024-03-19;2024;3;19;895;Cliente_895;Sul;Varejo;Produto_132;Serviços;6; R$ 1.130,23 ; R$ 6.781,38 ;Pix;Concluída
3052;2024-08-29;2024;8;29;851;Cliente_851;Centro-Oeste;Online;Produto_18;Serviços;4; R$ 1.795,91 ; R$ 7.183,64 ;Transferência;Pendente
3053;2024-03-05;2024;3;5;1195;Cliente_1195;Nordeste;Atacado;Produto_43;Eletrônicos;2; R$ 195,15 ; R$ 390,30 ;Pix;Cancelada
3054;2024-07-12;2024;7;12;341;Cliente_341;Norte;Varejo;Produto_150;Equipamentos;6; R$ 1.736,14 ; R$ 10.416,84 ;Boleto;Pendente
3055;2024-06-12;2024;6;12;627;Cliente_627;Sul;Online;Produto_70;Equipamentos;7; R$ 1.953,96 ; R$ 13.677,72 ;Pix;Cancelada
3056;2024-06-11;2024;6;11;440;Cliente_440;Sudeste;Online;Produto_20;Eletrônicos;3; R$ 762,07 ; R$ 2.286,21 ;Cartão;Cancelada
3057;2024-07-14;2024;7;14;1091;Cliente_1091;Sul;Atacado;Produto_131;Eletrônicos;6; R$ 188,95 ; R$ 1.133,70 ;Pix;Concluída
3058;2024-11-27;2024;11;27;119;Cliente_119;Centro-Oeste;Varejo;Produto_56;Equipamentos;4; R$ 1.114,18 ; R$ 4.456,72 ;Transferência;Cancelada
3059;2024-05-23;2024;5;23;617;Cliente_617;Sul;Varejo;Produto_67;Equipamentos;2; R$ 1.083,37 ; R$ 2.166,74 ;Boleto;Concluída
3060;2024-09-24;2024;9;24;58;Cliente_58;Nordeste;Atacado;Produto_63;Software;2; R$ 536,85 ; R$ 1.073,70 ;Pix;Concluída
3061;2024-03-27;2024;3;27;200;Cliente_200;Centro-Oeste;Atacado;Produto_100;Eletrônicos;2; R$ 385,48 ; R$ 770,96 ;Boleto;Concluída
3062;2024-07-21;2024;7;21;1041;Cliente_1041;Sudeste;Corporativo;Produto_124;Eletrônicos;8; R$ 1.759,33 ; R$ 14.074,64 ;Cartão;Pendente
3063;2024-10-05;2024;10;5;990;Cliente_990;Nordeste;Corporativo;Produto_97;Serviços;7; R$ 234,65 ; R$ 1.642,55 ;Pix;Concluída
3064;2024-12-18;2024;12;18;990;Cliente_990;Norte;Corporativo;Produto_48;Eletrônicos;7; R$ 1.315,33 ; R$ 9.207,31 ;Transferência;Concluída
3065;2024-09-21;2024;9;21;86;Cliente_86;Sul;Varejo;Produto_77;Eletrônicos;5; R$ 1.100,29 ; R$ 5.501,45 ;Transferência;Cancelada
3066;2024-12-09;2024;12;9;456;Cliente_456;Nordeste;Corporativo;Produto_77;Software;1; R$ 467,85 ; R$ 467,85 ;Transferência;Pendente
3067;2024-10-28;2024;10;28;880;Cliente_880;Centro-Oeste;Varejo;Produto_103;Eletrônicos;8; R$ 611,05 ; R$ 4.888,40 ;Pix;Cancelada
3068;2024-07-17;2024;7;17;473;Cliente_473;Sudeste;Varejo;Produto_145;Equipamentos;10; R$ 1.369,83 ; R$ 13.698,30 ;Cartão;Concluída
3069;2024-12-04;2024;12;4;612;Cliente_612;Norte;Corporativo;Produto_14;Eletrônicos;3; R$ 685,86 ; R$ 2.057,58 ;Cartão;Cancelada
3070;2024-04-06;2024;4;6;766;Cliente_766;Sul;Atacado;Produto_149;Equipamentos;9; R$ 1.156,26 ; R$ 10.406,34 ;Transferência;Concluída
3071;2024-06-19;2024;6;19;947;Cliente_947;Nordeste;Varejo;Produto_64;Equipamentos;5; R$ 366,80 ; R$ 1.834,00 ;Boleto;Pendente
3072;2024-03-12;2024;3;12;352;Cliente_352;Nordeste;Varejo;Produto_109;Acessórios;7; R$ 1.595,86 ; R$ 11.171,02 ;Cartão;Cancelada
3073;2024-05-21;2024;5;21;1045;Cliente_1045;Centro-Oeste;Varejo;Produto_37;Acessórios;8; R$ 746,34 ; R$ 5.970,72 ;Boleto;Concluída
3074;2024-09-14;2024;9;14;754;Cliente_754;Sudeste;Atacado;Produto_22;Eletrônicos;9; R$ 476,97 ; R$ 4.292,73 ;Transferência;Pendente
3075;2024-06-16;2024;6;16;919;Cliente_919;Norte;Corporativo;Produto_80;Software;4; R$ 1.773,07 ; R$ 7.092,28 ;Pix;Pendente
3076;2024-12-27;2024;12;27;1176;Cliente_1176;Sudeste;Varejo;Produto_7;Serviços;4; R$ 1.547,55 ; R$ 6.190,20 ;Cartão;Pendente
3077;2024-10-05;2024;10;5;97;Cliente_97;Nordeste;Atacado;Produto_23;Acessórios;2; R$ 318,07 ; R$ 636,14 ;Pix;Pendente
3078;2024-10-16;2024;10;16;1052;Cliente_1052;Centro-Oeste;Varejo;Produto_57;Software;10; R$ 1.418,94 ; R$ 14.189,40 ;Transferência;Concluída
3079;2024-09-05;2024;9;5;1010;Cliente_1010;Norte;Atacado;Produto_9;Software;8; R$ 181,26 ; R$ 1.450,08 ;Transferência;Cancelada
3080;2024-06-04;2024;6;4;926;Cliente_926;Norte;Atacado;Produto_65;Equipamentos;1; R$ 1.788,64 ; R$ 1.788,64 ;Cartão;Pendente
3081;2024-04-28;2024;4;28;191;Cliente_191;Centro-Oeste;Online;Produto_54;Serviços;7; R$ 521,67 ; R$ 3.651,69 ;Transferência;Pendente
3082;2024-10-12;2024;10;12;1145;Cliente_1145;Sul;Corporativo;Produto_118;Equipamentos;5; R$ 248,30 ; R$ 1.241,50 ;Transferência;Concluída
3083;2024-06-07;2024;6;7;20;Cliente_20;Sudeste;Corporativo;Produto_60;Eletrônicos;7; R$ 574,03 ; R$ 4.018,21 ;Transferência;Concluída
3084;2024-05-15;2024;5;15;92;Cliente_92;Centro-Oeste;Corporativo;Produto_116;Software;4; R$ 467,08 ; R$ 1.868,32 ;Transferência;Pendente
3085;2024-06-03;2024;6;3;697;Cliente_697;Centro-Oeste;Online;Produto_137;Eletrônicos;2; R$ 1.563,37 ; R$ 3.126,74 ;Pix;Cancelada
3086;2024-10-04;2024;10;4;899;Cliente_899;Norte;Online;Produto_100;Eletrônicos;4; R$ 1.690,52 ; R$ 6.762,08 ;Pix;Pendente
3087;2024-10-31;2024;10;31;333;Cliente_333;Centro-Oeste;Online;Produto_149;Software;8; R$ 121,90 ; R$ 975,20 ;Transferência;Pendente
3088;2024-09-04;2024;9;4;241;Cliente_241;Centro-Oeste;Corporativo;Produto_101;Software;2; R$ 232,86 ; R$ 465,72 ;Transferência;Pendente
3089;2024-08-24;2024;8;24;594;Cliente_594;Nordeste;Corporativo;Produto_39;Serviços;6; R$ 848,29 ; R$ 5.089,74 ;Transferência;Cancelada
3090;2024-06-21;2024;6;21;1181;Cliente_1181;Sudeste;Varejo;Produto_53;Acessórios;4; R$ 606,17 ; R$ 2.424,68 ;Cartão;Cancelada
3091;2024-07-13;2024;7;13;1040;Cliente_1040;Centro-Oeste;Online;Produto_107;Eletrônicos;5; R$ 1.914,14 ; R$ 9.570,70 ;Transferência;Pendente
3092;2024-09-22;2024;9;22;373;Cliente_373;Nordeste;Corporativo;Produto_141;Equipamentos;7; R$ 154,01 ; R$ 1.078,07 ;Cartão;Cancelada
3093;2024-08-12;2024;8;12;907;Cliente_907;Centro-Oeste;Online;Produto_120;Eletrônicos;8; R$ 1.782,93 ; R$ 14.263,44 ;Boleto;Cancelada
3094;2024-04-24;2024;4;24;1158;Cliente_1158;Sul;Corporativo;Produto_48;Equipamentos;7; R$ 305,74 ; R$ 2.140,18 ;Cartão;Cancelada
3095;2024-05-02;2024;5;2;175;Cliente_175;Sudeste;Varejo;Produto_34;Acessórios;1; R$ 1.893,78 ; R$ 1.893,78 ;Transferência;Concluída
3096;2024-11-30;2024;11;30;384;Cliente_384;Nordeste;Online;Produto_52;Serviços;1; R$ 825,60 ; R$ 825,60 ;Boleto;Concluída
3097;2024-04-20;2024;4;20;496;Cliente_496;Centro-Oeste;Atacado;Produto_65;Software;1; R$ 1.579,83 ; R$ 1.579,83 ;Transferência;Concluída
3098;2024-07-12;2024;7;12;822;Cliente_822;Centro-Oeste;Online;Produto_59;Eletrônicos;1; R$ 1.672,35 ; R$ 1.672,35 ;Transferência;Cancelada
3099;2024-08-12;2024;8;12;705;Cliente_705;Centro-Oeste;Corporativo;Produto_83;Serviços;3; R$ 397,64 ; R$ 1.192,92 ;Pix;Concluída
3100;2024-09-03;2024;9;3;280;Cliente_280;Norte;Varejo;Produto_98;Software;9; R$ 700,40 ; R$ 6.303,60 ;Pix;Cancelada
3101;2024-09-02;2024;9;2;1139;Cliente_1139;Sudeste;Atacado;Produto_28;Eletrônicos;6; R$ 588,79 ; R$ 3.532,74 ;Cartão;Pendente
3102;2024-06-08;2024;6;8;342;Cliente_342;Nordeste;Varejo;Produto_83;Serviços;6; R$ 713,13 ; R$ 4.278,78 ;Transferência;Pendente
3103;2024-01-16;2024;1;16;620;Cliente_620;Sul;Corporativo;Produto_141;Acessórios;3; R$ 743,02 ; R$ 2.229,06 ;Transferência;Cancelada
3104;2024-01-22;2024;1;22;813;Cliente_813;Nordeste;Atacado;Produto_44;Eletrônicos;1; R$ 1.363,90 ; R$ 1.363,90 ;Boleto;Concluída
3105;2024-02-17;2024;2;17;985;Cliente_985;Centro-Oeste;Online;Produto_144;Equipamentos;1; R$ 1.805,89 ; R$ 1.805,89 ;Transferência;Concluída
3106;2024-08-29;2024;8;29;1182;Cliente_1182;Centro-Oeste;Corporativo;Produto_41;Acessórios;3; R$ 1.089,09 ; R$ 3.267,27 ;Transferência;Concluída
3107;2024-06-07;2024;6;7;157;Cliente_157;Centro-Oeste;Online;Produto_105;Serviços;5; R$ 1.606,85 ; R$ 8.034,25 ;Cartão;Pendente
3108;2024-02-28;2024;2;28;1183;Cliente_1183;Sul;Varejo;Produto_61;Serviços;7; R$ 633,22 ; R$ 4.432,54 ;Boleto;Cancelada
3109;2024-01-03;2024;1;3;1141;Cliente_1141;Norte;Online;Produto_21;Eletrônicos;9; R$ 33,13 ; R$ 298,17 ;Boleto;Cancelada
3110;2024-02-10;2024;2;10;999;Cliente_999;Nordeste;Varejo;Produto_38;Serviços;5; R$ 690,18 ; R$ 3.450,90 ;Cartão;Concluída
3111;2024-05-19;2024;5;19;1002;Cliente_1002;Norte;Corporativo;Produto_71;Acessórios;6; R$ 609,16 ; R$ 3.654,96 ;Transferência;Cancelada
3112;2024-05-17;2024;5;17;282;Cliente_282;Sul;Corporativo;Produto_34;Equipamentos;2; R$ 130,00 ; R$ 260,00 ;Pix;Cancelada
3113;2024-07-26;2024;7;26;37;Cliente_37;Centro-Oeste;Corporativo;Produto_65;Software;2; R$ 723,91 ; R$ 1.447,82 ;Boleto;Concluída
3114;2024-09-30;2024;9;30;471;Cliente_471;Sudeste;Online;Produto_139;Serviços;7; R$ 129,70 ; R$ 907,90 ;Boleto;Concluída
3115;2024-09-09;2024;9;9;1174;Cliente_1174;Nordeste;Atacado;Produto_143;Serviços;6; R$ 1.025,22 ; R$ 6.151,32 ;Transferência;Cancelada
3116;2024-02-15;2024;2;15;22;Cliente_22;Sudeste;Online;Produto_115;Acessórios;7; R$ 116,97 ; R$ 818,79 ;Boleto;Concluída
3117;2024-05-17;2024;5;17;276;Cliente_276;Centro-Oeste;Online;Produto_129;Eletrônicos;7; R$ 981,14 ; R$ 6.867,98 ;Transferência;Concluída
3118;2024-02-24;2024;2;24;196;Cliente_196;Centro-Oeste;Corporativo;Produto_128;Acessórios;6; R$ 107,68 ; R$ 646,08 ;Transferência;Cancelada
3119;2024-06-28;2024;6;28;271;Cliente_271;Norte;Atacado;Produto_12;Eletrônicos;1; R$ 1.242,50 ; R$ 1.242,50 ;Boleto;Cancelada
3120;2024-12-26;2024;12;26;723;Cliente_723;Nordeste;Corporativo;Produto_1;Software;3; R$ 491,78 ; R$ 1.475,34 ;Boleto;Pendente
3121;2024-10-30;2024;10;30;1200;Cliente_1200;Norte;Online;Produto_138;Software;6; R$ 1.020,93 ; R$ 6.125,58 ;Pix;Concluída
3122;2024-11-05;2024;11;5;159;Cliente_159;Sul;Varejo;Produto_73;Acessórios;7; R$ 1.687,79 ; R$ 11.814,53 ;Boleto;Concluída
3123;2024-08-23;2024;8;23;956;Cliente_956;Sudeste;Varejo;Produto_80;Serviços;6; R$ 1.664,37 ; R$ 9.986,22 ;Pix;Cancelada
3124;2024-03-22;2024;3;22;958;Cliente_958;Sul;Atacado;Produto_89;Acessórios;4; R$ 1.173,99 ; R$ 4.695,96 ;Cartão;Cancelada
3125;2024-04-01;2024;4;1;1118;Cliente_1118;Sudeste;Corporativo;Produto_116;Serviços;4; R$ 1.392,34 ; R$ 5.569,36 ;Transferência;Cancelada
3126;2024-05-12;2024;5;12;945;Cliente_945;Sudeste;Atacado;Produto_79;Serviços;8; R$ 360,27 ; R$ 2.882,16 ;Pix;Pendente
3127;2024-11-05;2024;11;5;948;Cliente_948;Sul;Online;Produto_122;Eletrônicos;9; R$ 1.000,91 ; R$ 9.008,19 ;Pix;Pendente
3128;2024-12-12;2024;12;12;630;Cliente_630;Norte;Atacado;Produto_147;Eletrônicos;4; R$ 1.790,77 ; R$ 7.163,08 ;Boleto;Pendente
3129;2024-03-05;2024;3;5;1094;Cliente_1094;Sudeste;Corporativo;Produto_149;Equipamentos;1; R$ 1.288,60 ; R$ 1.288,60 ;Cartão;Cancelada
3130;2024-01-05;2024;1;5;63;Cliente_63;Centro-Oeste;Varejo;Produto_108;Software;1; R$ 1.143,90 ; R$ 1.143,90 ;Transferência;Concluída
3131;2024-03-26;2024;3;26;979;Cliente_979;Sul;Corporativo;Produto_36;Serviços;7; R$ 272,34 ; R$ 1.906,38 ;Pix;Pendente
3132;2024-11-02;2024;11;2;315;Cliente_315;Nordeste;Varejo;Produto_22;Software;1; R$ 457,23 ; R$ 457,23 ;Cartão;Concluída
3133;2024-02-25;2024;2;25;681;Cliente_681;Norte;Corporativo;Produto_48;Serviços;3; R$ 944,19 ; R$ 2.832,57 ;Transferência;Pendente
3134;2024-06-17;2024;6;17;135;Cliente_135;Sul;Varejo;Produto_3;Eletrônicos;5; R$ 992,86 ; R$ 4.964,30 ;Pix;Concluída
3135;2024-11-08;2024;11;8;457;Cliente_457;Centro-Oeste;Online;Produto_115;Software;4; R$ 1.958,21 ; R$ 7.832,84 ;Boleto;Concluída
3136;2024-11-27;2024;11;27;1179;Cliente_1179;Sudeste;Corporativo;Produto_107;Equipamentos;9; R$ 1.282,00 ; R$ 11.538,00 ;Transferência;Concluída
3137;2024-01-11;2024;1;11;723;Cliente_723;Nordeste;Atacado;Produto_111;Serviços;4; R$ 1.728,83 ; R$ 6.915,32 ;Pix;Pendente
3138;2024-01-22;2024;1;22;484;Cliente_484;Nordeste;Atacado;Produto_145;Eletrônicos;7; R$ 662,41 ; R$ 4.636,87 ;Cartão;Cancelada
3139;2024-08-20;2024;8;20;114;Cliente_114;Sul;Varejo;Produto_80;Software;7; R$ 615,22 ; R$ 4.306,54 ;Boleto;Pendente
3140;2024-12-27;2024;12;27;1031;Cliente_1031;Sudeste;Online;Produto_67;Eletrônicos;8; R$ 513,85 ; R$ 4.110,80 ;Pix;Concluída
3141;2024-09-09;2024;9;9;510;Cliente_510;Centro-Oeste;Atacado;Produto_16;Equipamentos;2; R$ 813,09 ; R$ 1.626,18 ;Transferência;Pendente
3142;2024-04-10;2024;4;10;549;Cliente_549;Sudeste;Atacado;Produto_148;Equipamentos;10; R$ 464,78 ; R$ 4.647,80 ;Cartão;Pendente
3143;2024-12-09;2024;12;9;655;Cliente_655;Centro-Oeste;Atacado;Produto_89;Serviços;4; R$ 1.483,90 ; R$ 5.935,60 ;Transferência;Cancelada
3144;2024-05-07;2024;5;7;456;Cliente_456;Centro-Oeste;Varejo;Produto_57;Serviços;6; R$ 924,21 ; R$ 5.545,26 ;Cartão;Pendente
3145;2024-11-18;2024;11;18;477;Cliente_477;Nordeste;Varejo;Produto_47;Serviços;5; R$ 693,97 ; R$ 3.469,85 ;Transferência;Pendente
3146;2024-08-31;2024;8;31;208;Cliente_208;Sudeste;Varejo;Produto_146;Acessórios;3; R$ 322,00 ; R$ 966,00 ;Pix;Concluída
3147;2024-04-27;2024;4;27;940;Cliente_940;Sudeste;Varejo;Produto_83;Eletrônicos;3; R$ 128,83 ; R$ 386,49 ;Transferência;Concluída
3148;2024-06-16;2024;6;16;258;Cliente_258;Norte;Varejo;Produto_125;Eletrônicos;4; R$ 1.646,57 ; R$ 6.586,28 ;Pix;Pendente
3149;2024-01-28;2024;1;28;665;Cliente_665;Centro-Oeste;Online;Produto_14;Software;9; R$ 1.721,21 ; R$ 15.490,89 ;Boleto;Concluída
3150;2024-02-06;2024;2;6;613;Cliente_613;Norte;Atacado;Produto_96;Software;6; R$ 798,68 ; R$ 4.792,08 ;Cartão;Concluída
3151;2024-01-19;2024;1;19;657;Cliente_657;Sul;Varejo;Produto_24;Serviços;4; R$ 1.031,17 ; R$ 4.124,68 ;Pix;Concluída
3152;2024-06-07;2024;6;7;716;Cliente_716;Centro-Oeste;Online;Produto_18;Acessórios;4; R$ 1.463,87 ; R$ 5.855,48 ;Transferência;Concluída
3153;2024-06-09;2024;6;9;683;Cliente_683;Sudeste;Corporativo;Produto_32;Equipamentos;8; R$ 1.719,48 ; R$ 13.755,84 ;Transferência;Concluída
3154;2024-03-08;2024;3;8;356;Cliente_356;Sudeste;Corporativo;Produto_63;Eletrônicos;9; R$ 1.270,97 ; R$ 11.438,73 ;Transferência;Concluída
3155;2024-02-08;2024;2;8;841;Cliente_841;Centro-Oeste;Online;Produto_111;Serviços;3; R$ 1.693,84 ; R$ 5.081,52 ;Pix;Concluída
3156;2024-02-07;2024;2;7;19;Cliente_19;Sudeste;Varejo;Produto_75;Serviços;1; R$ 927,24 ; R$ 927,24 ;Cartão;Pendente
3157;2024-07-02;2024;7;2;1152;Cliente_1152;Sul;Corporativo;Produto_118;Eletrônicos;7; R$ 1.011,93 ; R$ 7.083,51 ;Pix;Concluída
3158;2024-09-15;2024;9;15;442;Cliente_442;Norte;Varejo;Produto_28;Eletrônicos;7; R$ 67,48 ; R$ 472,36 ;Cartão;Pendente
3159;2024-04-20;2024;4;20;856;Cliente_856;Centro-Oeste;Atacado;Produto_125;Acessórios;2; R$ 1.702,17 ; R$ 3.404,34 ;Cartão;Cancelada
3160;2024-07-19;2024;7;19;425;Cliente_425;Norte;Corporativo;Produto_63;Acessórios;1; R$ 576,47 ; R$ 576,47 ;Cartão;Pendente
3161;2024-06-29;2024;6;29;1041;Cliente_1041;Norte;Online;Produto_108;Acessórios;8; R$ 1.421,29 ; R$ 11.370,32 ;Cartão;Pendente
3162;2024-07-23;2024;7;23;73;Cliente_73;Centro-Oeste;Atacado;Produto_98;Equipamentos;10; R$ 775,98 ; R$ 7.759,80 ;Boleto;Cancelada
3163;2024-03-20;2024;3;20;71;Cliente_71;Sul;Atacado;Produto_1;Acessórios;1; R$ 968,75 ; R$ 968,75 ;Cartão;Cancelada
3164;2024-04-08;2024;4;8;595;Cliente_595;Sul;Atacado;Produto_91;Equipamentos;8; R$ 325,59 ; R$ 2.604,72 ;Pix;Concluída
3165;2024-12-30;2024;12;30;955;Cliente_955;Norte;Atacado;Produto_13;Equipamentos;9; R$ 462,09 ; R$ 4.158,81 ;Transferência;Cancelada
3166;2024-11-24;2024;11;24;1197;Cliente_1197;Sudeste;Online;Produto_73;Acessórios;10; R$ 755,03 ; R$ 7.550,30 ;Boleto;Pendente
3167;2024-09-03;2024;9;3;946;Cliente_946;Sudeste;Varejo;Produto_112;Equipamentos;2; R$ 535,22 ; R$ 1.070,44 ;Transferência;Pendente
3168;2024-06-21;2024;6;21;764;Cliente_764;Sul;Varejo;Produto_22;Equipamentos;2; R$ 1.739,43 ; R$ 3.478,86 ;Pix;Pendente
3169;2024-11-07;2024;11;7;883;Cliente_883;Sudeste;Corporativo;Produto_54;Software;1; R$ 715,17 ; R$ 715,17 ;Boleto;Concluída
3170;2024-12-01;2024;12;1;1032;Cliente_1032;Sul;Atacado;Produto_38;Eletrônicos;1; R$ 1.833,89 ; R$ 1.833,89 ;Cartão;Concluída
3171;2024-06-26;2024;6;26;716;Cliente_716;Sul;Online;Produto_55;Serviços;9; R$ 1.673,09 ; R$ 15.057,81 ;Transferência;Cancelada
3172;2024-01-10;2024;1;10;977;Cliente_977;Nordeste;Varejo;Produto_97;Equipamentos;8; R$ 1.593,31 ; R$ 12.746,48 ;Transferência;Concluída
3173;2024-05-24;2024;5;24;330;Cliente_330;Centro-Oeste;Corporativo;Produto_40;Eletrônicos;7; R$ 233,31 ; R$ 1.633,17 ;Cartão;Concluída
3174;2024-07-10;2024;7;10;538;Cliente_538;Sudeste;Online;Produto_83;Eletrônicos;1; R$ 294,22 ; R$ 294,22 ;Cartão;Pendente
3175;2024-09-16;2024;9;16;606;Cliente_606;Norte;Atacado;Produto_146;Equipamentos;10; R$ 1.985,25 ; R$ 19.852,50 ;Transferência;Cancelada
3176;2024-09-01;2024;9;1;939;Cliente_939;Nordeste;Online;Produto_97;Eletrônicos;4; R$ 1.050,45 ; R$ 4.201,80 ;Transferência;Concluída
3177;2024-05-24;2024;5;24;28;Cliente_28;Nordeste;Atacado;Produto_16;Eletrônicos;4; R$ 1.600,70 ; R$ 6.402,80 ;Cartão;Cancelada
3178;2024-03-21;2024;3;21;163;Cliente_163;Centro-Oeste;Online;Produto_58;Eletrônicos;5; R$ 462,34 ; R$ 2.311,70 ;Transferência;Cancelada
3179;2024-10-17;2024;10;17;570;Cliente_570;Centro-Oeste;Corporativo;Produto_81;Software;2; R$ 886,61 ; R$ 1.773,22 ;Transferência;Pendente
3180;2024-12-20;2024;12;20;313;Cliente_313;Nordeste;Online;Produto_26;Acessórios;9; R$ 1.246,01 ; R$ 11.214,09 ;Transferência;Concluída
3181;2024-06-16;2024;6;16;298;Cliente_298;Sul;Varejo;Produto_2;Serviços;6; R$ 327,30 ; R$ 1.963,80 ;Boleto;Concluída
3182;2024-05-26;2024;5;26;77;Cliente_77;Norte;Online;Produto_98;Equipamentos;3; R$ 464,42 ; R$ 1.393,26 ;Transferência;Concluída
3183;2024-07-07;2024;7;7;378;Cliente_378;Centro-Oeste;Varejo;Produto_68;Eletrônicos;6; R$ 176,05 ; R$ 1.056,30 ;Boleto;Cancelada
3184;2024-07-25;2024;7;25;25;Cliente_25;Sul;Varejo;Produto_139;Eletrônicos;6; R$ 157,51 ; R$ 945,06 ;Boleto;Concluída
3185;2024-10-10;2024;10;10;1187;Cliente_1187;Sudeste;Online;Produto_125;Acessórios;3; R$ 985,84 ; R$ 2.957,52 ;Cartão;Cancelada
3186;2024-08-01;2024;8;1;1141;Cliente_1141;Norte;Online;Produto_36;Equipamentos;7; R$ 1.603,32 ; R$ 11.223,24 ;Transferência;Cancelada
3187;2024-05-24;2024;5;24;662;Cliente_662;Sudeste;Online;Produto_40;Eletrônicos;9; R$ 1.624,42 ; R$ 14.619,78 ;Boleto;Concluída
3188;2024-10-01;2024;10;1;532;Cliente_532;Centro-Oeste;Corporativo;Produto_49;Eletrônicos;9; R$ 315,37 ; R$ 2.838,33 ;Boleto;Pendente
3189;2024-07-06;2024;7;6;481;Cliente_481;Norte;Atacado;Produto_19;Eletrônicos;8; R$ 172,08 ; R$ 1.376,64 ;Cartão;Cancelada
3190;2024-11-19;2024;11;19;313;Cliente_313;Centro-Oeste;Varejo;Produto_68;Eletrônicos;7; R$ 1.364,50 ; R$ 9.551,50 ;Boleto;Cancelada
3191;2024-02-13;2024;2;13;1176;Cliente_1176;Norte;Online;Produto_117;Eletrônicos;7; R$ 32,67 ; R$ 228,69 ;Cartão;Concluída
3192;2024-06-10;2024;6;10;1189;Cliente_1189;Sul;Atacado;Produto_78;Equipamentos;10; R$ 267,89 ; R$ 2.678,90 ;Transferência;Cancelada
3193;2024-01-24;2024;1;24;1131;Cliente_1131;Nordeste;Online;Produto_21;Software;4; R$ 593,14 ; R$ 2.372,56 ;Cartão;Concluída
3194;2024-10-14;2024;10;14;143;Cliente_143;Norte;Online;Produto_3;Software;9; R$ 225,22 ; R$ 2.026,98 ;Cartão;Cancelada
3195;2024-02-29;2024;2;29;475;Cliente_475;Sul;Varejo;Produto_80;Software;3; R$ 643,43 ; R$ 1.930,29 ;Transferência;Concluída
3196;2024-10-20;2024;10;20;1029;Cliente_1029;Sudeste;Varejo;Produto_99;Equipamentos;6; R$ 839,86 ; R$ 5.039,16 ;Cartão;Pendente
3197;2024-02-05;2024;2;5;1031;Cliente_1031;Norte;Atacado;Produto_27;Software;8; R$ 1.062,60 ; R$ 8.500,80 ;Pix;Pendente
3198;2024-03-19;2024;3;19;557;Cliente_557;Sul;Online;Produto_121;Acessórios;6; R$ 958,13 ; R$ 5.748,78 ;Pix;Concluída
3199;2024-04-19;2024;4;19;932;Cliente_932;Sul;Online;Produto_67;Acessórios;5; R$ 74,10 ; R$ 370,50 ;Transferência;Concluída
3200;2024-12-28;2024;12;28;471;Cliente_471;Nordeste;Corporativo;Produto_74;Eletrônicos;4; R$ 1.224,75 ; R$ 4.899,00 ;Boleto;Cancelada
3201;2024-07-16;2024;7;16;829;Cliente_829;Norte;Atacado;Produto_43;Equipamentos;5; R$ 160,20 ; R$ 801,00 ;Transferência;Pendente
3202;2024-10-11;2024;10;11;479;Cliente_479;Norte;Online;Produto_126;Equipamentos;2; R$ 1.411,59 ; R$ 2.823,18 ;Boleto;Concluída
3203;2024-09-30;2024;9;30;75;Cliente_75;Centro-Oeste;Corporativo;Produto_86;Software;2; R$ 72,99 ; R$ 145,98 ;Transferência;Concluída
3204;2024-01-20;2024;1;20;340;Cliente_340;Sul;Online;Produto_6;Eletrônicos;6; R$ 467,20 ; R$ 2.803,20 ;Pix;Pendente
